ID,Name,Evolves_from,Type1,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
820,Greedent,Skwovet,Normal,120,95,95,55,75,20
821,Rookidee,,Flying,38,47,35,33,35,57
822,Corvisquire,Rookidee,Flying,68,67,55,43,55,77
823,Corviknight,Corvisquire,Flying,98,87,105,53,85,67
823,Corviknight Gigantamax,Corviknight,Flying,,,,,,
824,Blipbug,,Bug,25,20,20,25,45,45
825,Dottler,Blipbug,Bug,50,35,80,50,90,30
826,Orbeetle,Dottler,Bug,60,45,110,80,120,90
826,Orbeetle Gigantamax,Orbeetle,Bug,,,,,,
827,Nickit,,Dark,40,28,28,47,52,50
828,Thievul,Nickit,Dark,70,58,58,87,92,90
829,Gossifleur,,Grass,40,40,60,40,60,10
830,Eldegoss,Gossifleur,Grass,60,50,90,80,120,60
831,Wooloo,,Normal,42,40,55,40,45,48
832,Dubwool,Wooloo,Normal,72,80,100,60,90,88
833,Chewtle,,Water,50,64,50,38,38,44
834,Drednaw Gigantamax,Drednaw,Water,,,,,,
834,Drednaw,Chewtle,Water,90,115,90,48,68,74
835,Yamper,,Electric,59,45,50,40,50,26
836,Boltund,Yamper,Electric,69,90,60,90,60,121
837,Rolycoly,,Rock,30,40,50,40,50,30
838,Carkol,Rolycoly,Rock,80,60,90,60,70,50
839,Coalossal Gigantamax,Coalossal,Rock,,,,,,
839,Coalossal,Carkol,Rock,110,80,120,80,90,30
840,Applin,,Grass,40,40,80,40,40,20
841,Flapple,Applin,Grass,70,110,80,95,60,70
841,Flapple Gigantamax,Flapple,Grass,,,,,,
842,Appletun,Applin,Grass,110,85,80,100,80,30
842,Appletun Gigantamax,Appletun,Grass,,,,,,
843,Silicobra,,Ground,52,57,75,35,50,46
844,Sandaconda Gigantamax,Sandaconda,Ground,,,,,,
844,Sandaconda,Silicobra,Ground,72,107,125,65,70,71
845,Cramorant,,Flying,70,85,55,85,95,85
846,Arrokuda,,Water,41,63,40,40,30,66
847,Barraskewda,Arrokuda,Water,61,123,60,60,50,136
848,Toxel,,Electric,40,38,35,54,35,40
849,Toxtricity Amped Form,Toxel,Electric,75,98,70,114,70,75
849,Toxtricity Low Key Form,Toxel,Electric,75,98,70,114,70,75
850,Sizzlipede,,Fire,50,65,45,50,50,45
851,Centiskorch Gigantamax,Centiskorch,Fire,,,,,,
851,Centiskorch,Sizzlipede,Fire,100,115,65,90,90,65
852,Clobbopus,,Fighting,50,68,60,50,50,32
853,Grapploct,Clobbopus,Fighting,80,118,90,70,80,42
854,Sinistea,,Ghost,40,45,45,74,54,50
855,Polteageist,Sinistea,Ghost,60,65,65,134,114,70
856,Hatenna,,Psychic,42,30,45,56,53,39
857,Hattrem,Hatenna,Psychic,57,40,65,86,73,49
858,Hatterene,Hattrem,Psychic,57,90,95,136,103,29
858,Hatterene Gigantamax,Hatterene,Psychic,,,,,,
859,Impidimp,,Dark,45,45,30,55,40,50
860,Morgrem,Impidimp,Dark,65,60,45,75,55,70
861,Grimmsnarl Gigantamax,Grimmsnarl,Dark,,,,,,
861,Grimmsnarl,Morgrem,Dark,95,120,65,95,75,60
862,Obstagoon,Linoone,Dark,93,90,101,60,81,95
863,Perrserker,Meowth,Steel,70,110,100,50,60,50
864,Cursola,Corsola,Ghost,60,95,50,145,130,30
865,Sirfetch'd,Farfetchd,Fighting,62,135,95,68,82,65
866,Mr. Rime,Mr-mime,Ice,80,85,75,110,100,70
867,Runerigus,Yamask,Ground,58,95,145,50,105,30
868,Milcery,,Fairy,45,40,40,50,61,34
869,Alcremie,Milcery,Fairy,65,60,75,110,121,64
869,Alcremie Gigantamax,Alcremie,Fairy,,,,,,
870,Falinks,,Fighting,65,100,100,70,60,75
871,Pincurchin,,Electric,48,101,95,91,85,15
872,Snom,,Ice,30,25,35,45,30,20
873,Frosmoth,Snom,Ice,70,65,60,125,90,65
874,Stonjourner,,Rock,100,125,135,20,20,70
875,Eiscue Noice Face,,Ice,75,80,70,65,50,130
875,Eiscue Ice Face,,Ice,75,80,110,65,90,50
876,Indeedee Female,,Psychic,70,55,65,95,105,85
876,Indeedee Male,,Psychic,60,65,55,105,95,95
877,Morpeko Hangry Mode,,Electric,58,95,58,70,58,97
877,Morpeko Full Belly Mode,,Electric,58,95,58,70,58,97
878,Cufant,,Steel,72,80,49,40,49,40
879,Copperajah Gigantamax,Copperajah,Steel,,,,,,
879,Copperajah,Cufant,Steel,122,130,69,80,69,30
880,Dracozolt,,Electric,90,100,90,80,70,75
881,Arctozolt,,Electric,90,100,90,90,80,55
882,Dracovish,,Water,90,90,100,70,80,75
883,Arctovish,,Water,90,90,100,80,90,55
884,Duraludon,,Steel,70,95,115,120,50,85
884,Duraludon Gigantamax,Duraludon,Steel,,,,,,
885,Dreepy,,Dragon,28,60,30,40,30,82
886,Drakloak,Dreepy,Dragon,68,80,50,60,50,102
887,Dragapult,Drakloak,Dragon,88,120,75,100,75,142
888,Zacian Hero of Many Battles,,Fairy,92,130,115,80,115,138
888,Zacian Crowned Sword,,Fairy,92,170,115,80,115,148
889,Zamazenta Crowned Shield,,Fighting,92,130,145,80,145,128
889,Zamazenta Hero of Many Battles,,Fighting,92,130,115,80,115,138
890,Eternatus Eternamax,,Poison,255,115,250,125,250,130
890,Eternatus,,Poison,140,85,95,145,95,130
891,Kubfu,,Fighting,60,90,60,53,50,72
892,Urshifu (Single Strike) Gigantamax,Urshifu (Single Strike),Fighting,,,,,,
892,Urshifu (Rapid Strike) Gigantamax,Urshifu (Rapid Strike),Fighting,,,,,,
892,Urshifu Single Strike Style,Kubfu,Fighting,100,130,100,63,60,97
892,Urshifu Rapid Strike Style,Kubfu,Fighting,100,130,100,63,60,97
893,Zarude,,Dark,105,120,105,70,95,105
894,Regieleki,,Electric,80,100,50,100,50,200
895,Regidrago,,Dragon,200,100,50,100,50,80
896,Glastrier,,Ice,100,145,130,65,110,30
897,Spectrier,,Ghost,100,65,60,145,80,130
898,Calyrex,,Psychic,100,80,80,80,80,80
898,Calyrex Shadow Rider,,Psychic,100,85,80,165,100,150
898,Calyrex Ice Rider,,Psychic,100,165,150,85,130,50
